chinese_,english
无暇的探索者无人机,Flawless Explorer Drone
史诗的探索者无人机,Epic Explorer Drone
传奇的探索者无人机,Legendary Explorer Drone
自动追踪显像装置,Track Device
高级的自动追踪显像装置,Superior Track Device
无暇的自动追踪显像装置,Flawless Track Device
史诗的自动追踪显像装置,Epic Track Device
传奇的自动追踪显像装置,Legendary Track Device
战术屏障发生器,Barrier Trigger
高级的战术屏障发生器,Superior Barrier Trigger
无暇的战术屏障发生器,Flawless Barrier Trigger
史诗的战术屏障发生器,Epic Barrier Trigger
传奇的战术屏障发生器,Legendary Barrier Trigger
协助型机器人,Assist Robot
高级的协助型机器人,Superior Assist Robot
无暇的协助型机器人,Flawless Assist Robot
史诗的协助型机器人,Epic Assist Robot
传奇的协助型机器人,Legendary Assist Robot
铁制弹丸,Iron Pellet
高级的铁制弹丸,Superior Iron Pellet
无暇的铁制弹丸,Flawless Iron Pellet
史诗的铁制弹丸,Epic Iron Pellet
传奇的铁制弹丸,Legendary Iron Pellet
捕兽夹,Trap
高级的捕兽夹,Superior Trap
无暇的捕兽夹,Flawless Trap
史诗的捕兽夹,Epic Trap
传奇的捕兽夹,Legendary Trap
丛林吹箭,Blow Gun
高级的丛林吹箭,Superior Blow Gun
无暇的丛林吹箭,Flawless Blow Gun
史诗的丛林吹箭,Epic Blow Gun
传奇的丛林吹箭,Legendary Blow Gun
回旋镖,Boomerang
高级的回旋镖,Superior Boomerang
无暇的回旋镖,Flawless Boomerang
史诗的回旋镖,Epic Boomerang
传奇的回旋镖,Legendary Boomerang
手里剑,Shuriken
高级的手里剑,Superior Shuriken
无暇的手里剑,Flawless Shuriken
史诗的手里剑,Epic Shuriken
传奇的手里剑,Legendary Shuriken
弹射袖箭,Hidden Arrow
高级的弹射袖箭,Superior Hidden Arrow
无暇的弹射袖箭,Flawless Hidden Arrow
史诗的弹射袖箭,Epic Hidden Arrow
传奇的弹射袖箭,Legendary Hidden Arrow
毒液刺针,Venom Needle
高级的毒液刺针,Superior Venom Needle
无暇的毒液刺针,Flawless Venom Needle
史诗的毒液刺针,Epic Venom Needle
传奇的毒液刺针,Legendary Venom Needle
破片地雷,Fragment Mine
高级的破片地雷,Superior Fragment Mine
无暇的破片地雷,Flawless Fragment Mine
史诗的破片地雷,Epic Fragment Mine
传奇的破片地雷,Legendary Fragment Mine
辐射飞镖,Radiation Dart
高级的辐射飞镖,Superior Radiation Dart
无暇的辐射飞镖,Flawless Radiation Dart
史诗的辐射飞镖,Epic Radiation Dart
传奇的辐射飞镖,Legendary Radiation Dart
领主变异刺针,Lord Sting
高级的领主变异刺针,Superior Lord Sting
无暇的领主变异刺针,Flawless Lord Sting
史诗的领主变异刺针,Epic Lord Sting
传奇的领主变异刺针,Legendary Lord Sting
咬人机械狗,Robot Dog
高级的咬人机械狗,Superior Dog Robot
无暇的咬人机械狗,Flawless Dog Robot
史诗的咬人机械狗,Epic Dog Robot
传奇的咬人机械狗,Legendary Dog Robot
激光切割地雷,Laser Mine
高级的激光切割地雷,Superior Laser Mine
无暇的激光切割地雷,Flawless Laser Mine
史诗的激光切割地雷,Epic Laser Mine
传奇的激光切割地雷,Legendary Laser Mine
马蜂窝,Hornet's Nest
高级的马蜂窝,Superior Hornet's Nest
无暇的马蜂窝,Flawless Hornet's Nest
史诗的马蜂窝,Epic Hornet's Nest
传奇的马蜂窝,Legendary Hornet's Nest
冲击手雷,Impact Grenade
高级的冲击手雷,Superior Impact Grenade
无暇的冲击手雷,Flawless Impact Grenade
史诗的冲击手雷,Epic Impact Grenade
传奇的冲击手雷,Legendary Impact Grenade
闪光弹,Flash Bomb
高级的闪光弹,Superior Flash Bomb
无暇的闪光弹,Flawless Flash Bomb
史诗的闪光弹,Epic Flash Bomb
传奇的闪光弹,Legendary Flash Bomb
烟雾弹,Smoke Bomb
高级的烟雾弹,Superior Smoke Bomb
无暇的烟雾弹,Flawless Smoke Bomb
史诗的烟雾弹,Epic Smoke Bomb
传奇的烟雾弹,Legendary Smoke Bomb
毒气手雷,Gas Grenade
高级的毒气手雷,Superior Gas Grenade
无暇的毒气手雷,Flawless Gas Grenade
史诗的毒气手雷,Epic Gas Grenade
传奇的毒气手雷,Legendary Gas Grenade
燃烧手雷,Flame Grenade
高级的燃烧手雷,Superior Flame Grenade
无暇的燃烧手雷,Flawless Flame Grenade
史诗的燃烧手雷,Epic Flame Grenade
传奇的燃烧手雷,Legendary Flame Grenade
电击手雷,Pulse Grenade
高级的电击手雷,Superior Pulse Grenade
无暇的电击手雷,Flawless Pulse Grenade
史诗的电击手雷,Epic Pulse Grenade
传奇的电击手雷,Legendary Pulse Grenade
冰冻手雷,Freeze Grenade
高级的冰冻手雷,Superior Freeze Grenade
无暇的冰冻手雷,Flawless Freeze Grenade
史诗的冰冻手雷,Epic Freeze Grenade
传奇的冰冻手雷,Legendary Freeze Grenade
音爆手雷,Sonic Grenade
高级的音爆手雷,Superior Sonic Grenade
无暇的音爆手雷,Flawless Sonic Grenade
史诗的音爆手雷,Epic Sonic Grenade
传奇的音爆手雷,Legendary Sonic Grenade
溶解手雷,Corrosion Grenade
高级的溶解手雷,Superior Corrosion Grenade
无暇的溶解手雷,Flawless Corrosion Grenade
史诗的溶解手雷,Epic Corrosion Grenade
传奇的溶解手雷,Legendary Corrosion Grenade
精神干扰手雷,Psyche Grenade
高级的精神干扰手雷,Superior Psyche Grenade
无暇的精神干扰手雷,Flawless Psyche Grenade
史诗的精神干扰手雷,Epic Psyche Grenade
传奇的精神干扰手雷,Legendary Psyche Grenade
皮制手环,Leather Bracers
高级的皮制手环,Superior Leather Bracers
无暇的皮制手环,Flawless Leather Bracers
史诗的皮制手环,Epic Leather Bracers
传奇的皮制手环,Legendary Leather Bracers
小熊玩偶,Bear Doll
高级的小熊玩偶,Superior Bear Doll
无暇的小熊玩偶,Flawless Bear Doll
史诗的小熊玩偶,Epic Bear Doll
传奇的小熊玩偶,Legendary Bear Doll
木制的鱼竿,Wooden Rod
高级的木制的鱼竿,Superior Wooden Rod
无暇的木制的鱼竿,Flawless Wooden Rod
史诗的木制的鱼竿,Epic Wooden Rod
传奇的木制的鱼竿,Legendary Wooden Rod
命运扑克,Destiny Poker
高级的命运扑克,Superior Destiny Poker
无暇的命运扑克,Flawless Destiny Poker
史诗的命运扑克,Epic Destiny Poker
传奇的命运扑克,Legendary Destiny Poker
老式机械手表,Mech Watch
高级的老式机械手表,Superior Mech Watch
无暇的老式机械手表,Flawless Mech Watch
史诗的老式机械手表,Epic Mech Watch
传奇的老式机械手表,Legendary Mech Watch
复古的耳机,Earphones
高级的复古的耳机,Superior Earphones
无暇的复古的耳机,Flawless Earphones
史诗的复古的耳机,Epic Earphones
传奇的复古的耳机,Legendary Earphones
士兵的铭牌,Nameplate
高级的士兵的铭牌,Superior Nameplate
无暇的士兵的铭牌,Flawless Nameplate
史诗的士兵的铭牌,Epic Nameplate
传奇的士兵的铭牌,Legendary Nameplate
精致的打火机,Lighter
高级的精致的打火机,Superior Lighter
无暇的精致的打火机,Flawless Lighter
史诗的精致的打火机,Epic Lighter
传奇的精致的打火机,Legendary Lighter
银制子弹,Silver Bullet
高级的银制子弹,Superior Silver Bullet
无暇的银制子弹,Flawless Silver Bullet
史诗的银制子弹,Epic Silver Bullet
传奇的银制子弹,Legendary Silver Bullet
银质十字架,Silver Cross
高级的银质十字架,Superior Silver Cross
无暇的银质十字架,Flawless Silver Cross
史诗的银质十字架,Epic Silver Cross
传奇的银质十字架,Legendary Silver Cross
冠军的金牌,Gold Medal
高级的冠军的金牌,Superior Gold Medal
无暇的冠军的金牌,Flawless Gold Medal
史诗的冠军的金牌,Epic Gold Medal
传奇的冠军的金牌,Legendary Gold Medal
新人的对戒,Couple's Ring
高级的新人的对戒,Superior Couple's Ring
无暇的新人的对戒,Flawless Couple's Ring
史诗的新人的对戒,Epic Couple's Ring
传奇的新人的对戒,Legendary Couple's Ring
复刻圣经,Bible
高级的复刻圣经,Superior Bible
无暇的复刻圣经,Flawless Bible
史诗的复刻圣经,Epic Bible
传奇的复刻圣经,Legendary Bible
废土旅行手册,Travel Manual
高级的废土旅行手册,Superior Travel Manual
无暇的废土旅行手册,Flawless Travel Manual
史诗的废土旅行手册,Epic Travel Manual
传奇的废土旅行手册,Legendary Travel Manual
木板盾,Wooden Shield
高级的木板盾,Superior Wooden Shield
无暇的木板盾,Flawless Wooden Shield
史诗的木板盾,Epic Wooden Shield
传奇的木板盾,Legendary Wooden Shield
远古铁盾,Ancient Shield
高级的远古铁盾,Superior Ancient Shield
无暇的远古铁盾,Flawless Ancient Shield
史诗的远古铁盾,Epic Ancient Shield
传奇的远古铁盾,Legendary Ancient Shield
全钢盾牌,Steel Shield
高级的全钢盾牌,Superior Steel Shield
无暇的全钢盾牌,Flawless Steel Shield
史诗的全钢盾牌,Epic Steel Shield
传奇的全钢盾牌,Legendary Steel Shield
劫掠者盾牌,Bandit Shield
高级的劫掠者盾牌,Superior Bandit Shield
无暇的劫掠者盾牌,Flawless Bandit Shield
史诗的劫掠者盾牌,Epic Bandit Shield
传奇的劫掠者盾牌,Legendary Bandit Shield
狂暴盾牌,Furious Shield
高级的狂暴盾牌,Superior Furious Shield
无暇的狂暴盾牌,Flawless Furious Shield
史诗的狂暴盾牌,Epic Furious Shield
传奇的狂暴盾牌,Legendary Furious Shield
链条大盾,Chain Shield
高级的链条大盾,Superior Chain Shield
无暇的链条大盾,Flawless Chain Shield
史诗的链条大盾,Epic Chain Shield
传奇的链条大盾,Legendary Chain Shield
拦截盾牌,Block Shield
高级的拦截盾牌,Superior Block Shield
无暇的拦截盾牌,Flawless Block Shield
史诗的拦截盾牌,Epic Block Shield
传奇的拦截盾牌,Legendary Block Shield
合金盾牌大盾,Alloy Shield
高级的合金盾牌大盾,Superior Alloy Shield
无暇的合金盾牌大盾,Flawless Alloy Shield
史诗的合金盾牌大盾,Epic Alloy Shield
传奇的合金盾牌大盾,Legendary Alloy Shield
风力大盾,Wind Shield
高级的风力大盾,Superior Wind Shield
无暇的风力大盾,Flawless Wind Shield
史诗的风力大盾,Epic Wind Shield
传奇的风力大盾,Legendary Wind Shield
冰结大盾,Freeze Shield
高级的冰结大盾,Superior Freeze Shield
无暇的冰结大盾,Flawless Freeze Shield
史诗的冰结大盾,Epic Freeze Shield
传奇的冰结大盾,Legendary Freeze Shield
喷火龙大盾,Dragon Shield
高级的喷火龙大盾,Superior Dragon Shield
无暇的喷火龙大盾,Flawless Dragon Shield
史诗的喷火龙大盾,Epic Dragon Shield
传奇的喷火龙大盾,Legendary Dragon Shield
压碎大盾,Crush Shield
高级的压碎大盾,Superior Crush Shield
无暇的压碎大盾,Flawless Crush Shield
史诗的压碎大盾,Epic Crush Shield
传奇的压碎大盾,Legendary Crush Shield
激光盾,Laser Shield
高级的激光盾,Superior Laser Shield
无暇的激光盾,Flawless Laser Shield
史诗的激光盾,Epic Laser Shield
传奇的激光盾,Legendary Laser Shield
装备解锁说明的翻译》↓,
获得工人威廉后解锁,Hire the Worker William
制作砍刀达到X18可解锁,Craft 18 Machete
制作拳刺达到X20可解锁,Craft 20 Knuckles
获取反曲刀的图纸,Obtain Kukri Blueprint
制作铁斧达到X16可解锁,Craft 16 Iron Axe
制作消防斧达到X32可解锁,Craft 32 Fireman Axe
制作钢斧达到X36可解锁,Craft 36 Steel Axe
制作合金斧达到X40可解锁,Craft 40 Alloy Axe
制作锯齿刀达到X44可解锁,Craft 44 Sawblade
获取铝合金斧的图纸,Obtain Alufer Axe Blueprint
获取钛合金斧的图纸,Obtain Ti-Alloy Axe Blueprint
制作斩马刀达到X50可解锁,Craft 50 Zenbato
制作长刀达到X46可解锁,Craft 46 Long Knife
获取切割之刃的图纸,Obtain Cutting Edge Blueprint
制作拳刺达到X8可解锁,Craft 8 Knuckles
制作粗壮树干达到X20可解锁,Craft 20 Sturdy Trunk
制作铁丝球棍达到X20可解锁,Craft 20 Barb Wire Bat
制作火把达到X18可解锁,Craft 18 Torch
获取石锤的图纸,Obtain Stone Hammer Blueprint
制作灭火器达到X36可解锁,Craft 36 Annihilator
制作钢棍达到X36可解锁,Craft 36 Steel Stick
制作警棍达到X40可解锁,Craft 40 Spontoon
获取页锤的图纸,Obtain Flanged Mace Blueprint
制作战锤达到X44可解锁,Craft 44 Warhammer
制作电击棍达到X50可解锁,Craft 50 Stun Baton
获取雷神锤的图纸,Obtain Thor Hammer Blueprint
制作碎骨锤达到X46可解锁,Craft 46 Basher
获取巨无霸喷气战锤的图纸,Obtain Jat Kittag Blueprint
制作砍刀达到X7可解锁,Craft 7 Machete
获取专家复合弓的图纸,Obtain Compound Bow Blueprint
制作简易弓达到X20可解锁,Craft 20 Simple Bow
制作竞技用反曲弓达到X20可解锁,Craft 20 Reflex Bow
制作碳素蜘蛛弓达到X32可解锁,Craft 32 Spider Bow
制作夜视复合弓达到X36可解锁,Craft 36 Night Bow
制作散射合金弓达到X36可解锁,Craft 36 Scatter Bow
获取毒瓶弓的图纸,Obtain Poison Bow Blueprint
制作切割者圆锯弓达到X40可解锁,Craft 40 Cutter Saw Bow
制作穿墙者爆破弓达到X44可解锁,Craft 44 Blasting Bow
制作电网发射弓达到X50可解锁,Craft 50 Grid Launcher
制作响尾蛇热感弓达到X46可解锁,Craft 46 Thermal Bow
制作简易弓达到X9可解锁,Craft 9 Simple Bow
制作左轮手枪达到X20可解锁,Craft 20 Revolver
制作勇者战争手枪达到X36可解锁,Craft 36 Brave Pistol
制作Z5左轮手枪达到X32可解锁,Craft 32 Z5 Revolver
制作幸运儿左轮手枪达到X36可解锁,Craft 36 Lucky Revolver
制作废土之鹰达到X40可解锁,Craft 40 Waste Eagle
获取末世UZI的图纸,Obtain Apoc UZI Blueprint
制作暗杀者手枪达到X40可解锁,Craft 40 Assassin
制作M18手枪达到X44可解锁,Craft 44 M18 Pistol
制作闪雷电浆冲锋枪达到X50可解锁,Craft 50 Flash Plasma
获取溶解液短枪的图纸,Obtain Acid Shotgun Blueprint
制作小矮人射线手枪达到X46可解锁,Craft 46 Dwarf Ray
获取伽马射线手枪的图纸,Obtain Gamma Pistol Blueprint
获得工人伊利欧斯后解锁,Hire the Worker Gavin
制作蒙德拉贡步枪达到X18可解锁,Craft 18 Mondragon
制作UZI冲锋枪达到X8可解锁,Craft 8 UZI SMG
获取汤姆逊冲锋枪的图纸,Obtain Thomson SMG Blueprint
制作95式冲锋步枪达到X28可解锁,Craft 28 95 Rifle
制作UMP9冲锋枪达到X32可解锁,Craft 32 UMP9 SMG
获取MP5冲锋枪的图纸,Obtain MP5 SMG Blueprint
制作AK47突击步枪达到X36可解锁,Craft 36 AK47 Rifle
制作M416突击步枪达到X40可解锁,Craft 40 M416 Rifle
制作塔沃夫突击步枪达到X44可解锁,Craft 44 Tavor
获取电弧突击步枪的图纸,Obtain Arc Assault Blueprint
制作G36C突击枪达到X50可解锁,Craft 50 G36C Rifle
获取电磁脉冲步枪的图纸,Obtain EMP Rifle Blueprint
制作FAMAS突击枪达到X46可解锁,Craft 46 FAMAS Rifle
制作左轮手枪达到X7可解锁,Craft 7 Revolver
获取雷托霰弹枪的图纸,Obtain Lead Shove Blueprint
制作雷明顿M870达到X18可解锁,Craft 18 Remington M870
制作590M霰弹枪达到X6可解锁,Craft 6 590M Shotgun
制作KSG霰弹枪达到X32可解锁,Craft 32 KSG Shotgun
制作红点霰弹达到X36可解锁,Craft 36 Reddot Shotgun
制作爆裂的三管霰弹枪达到X36可解锁,Craft 36 Triple Threat
制作聒噪之人连射霰弹枪达到X40可解锁,Craft 40 Assault Shotgun
制作九头蛇多管霰弹枪达到X44可解锁,Craft 44 Hydra Shotgun
获取眼镜蛇生化霰弹枪的图纸,Obtain Cobra Shotgun Blueprint
制作冻结之星霰弹枪达到X50可解锁,Craft 50 Frozen Star
获取灵魂灼烧霰弹枪的图纸,Obtain Flame Shotgun Blueprint
制作雷神之怒电击霰弹枪达到X46可解锁,Craft 40 Wrath of Thor
获取粒子能量霰弹枪的图纸,Obtain Particle Shotgun
获得工人西恩后解锁,Hire the Worker Sean
制作M24狙击步枪达到X20可解锁,Craft 20 M24 Sniper
制作AWM狙击步枪达到X22可解锁,Craft 22 AWM Sniper
制作DSR狙击枪达到X32可解锁,Craft 32 DSR Sniper
制作SVD狙击枪达到X36可解锁,Craft 36 SVD Sniper
制作AS50狙击步枪达到X40可解锁,Craft 40 AS50 Sniper
制作莫幸纳甘狙击枪达到X40可解锁,Craft 40 Mosin-Nagant
制作R93狙击枪达到X44可解锁,Craft 44 R93 Sniper
制作眼镜蛇生化狙击枪达到X50可解锁,Craft 50 Cobra Sniper
制作暗杀者激光狙击枪达到X46可解锁,Craft Laser Sniper Blueprint
获得工人亚历山大后解锁,Hire the Worker Alexander
制作土质火炮达到X18可解锁,Craft 18 Makeshift Cannon
获取强袭榴弹枪的图纸,Obtain Assault GL Blueprint
制作中国湖榴弹枪达到X20可解锁,Craft 20 China Lake
制作A2榴弹突击枪达到X16可解锁,Craft 16 A2 Rifle
制作短管榴弹冲锋枪达到X32可解锁,Craft 32 Grenade SMG
制作AN94榴弹枪达到X36可解锁,Craft 36 AN94
制作制导式火箭达到X40可解锁,Craft 40 Guided Rocket
获取火焰喷射器的图纸,Obtain Flame Thrower Blueprint
制作QLB06榴弹枪达到X44可解锁,Craft 44 QLB06
制作S-RPG达到X50可解锁,Craft 50 S-RPG
制作狂怒镭射加特林达到X46可解锁,Craft 46 Laser Gatling
获取毁灭者小型核弹的图纸,Obtain Mini Nuke Blueprint
制作短袖达到X10可解锁,Craft 10 Shirt
制作先锋战甲达到X7可解锁,Craft 7 Battle Vanguard
制作海洋呼吸战甲达到X8可解锁,Craft 8 Marine Breath
制作岩石战甲达到X32可解锁,Craft 32 Stone Armor
制作武装战甲达到X32可解锁,Craft 32 Arming Armor
制作恶灵战甲达到X36可解锁,Craft 18 Battle Vanguard
获取神探战甲的图纸,Obtain Detective Coat Blueprint
制作特种部队战甲达到X40可解锁,Craft 40 SWAT Armor
制作黑莲战甲达到X44可解锁,Craft 44 Black Lotus
制作裂空战甲达到X50可解锁,Craft 50 Rift Armor
制作绅士战甲达到X46可解锁,Craft 46 Squire Armor
