languages_game,languages_CN,languages_TC,languages_EN
普普通通的帽子，可它的主人却有很多不平凡的经历,普普通通的帽子，可它的主人却有很多不平凡的经历,普普通通的帽子，可它的主人卻有很多不平凡的經歷,An ordinary hat，but its owner has extraordinary experiences
嚣张的外形，戴上它后内心会有不断地鼓励你去抢劫,嚣张的外形，戴上它后内心会有不断地鼓励你去抢劫,囂張的外形，戴上它後內心會有不斷地鼓勵你去搶劫,Looks arrogant. It encourages you to rob
有些让人害怕的面罩,有些让人害怕的面罩,有些讓人害怕的面罩,A bit scary mask
科技感很足面罩，戴上它能够提供多种技术支持,科技感很足面罩，戴上它能够提供多种技术支持,科技感很足面罩，戴上它能夠提供多種技術支持,Mask with science sense that provides multiple technical support
形似大哥大的通讯器材，重量会压塌你的脖子,形似大哥大的通讯器材，重量会压塌你的脖子,形似大哥大的通訊器材，重量會壓塌你的脖子,Communication device that looks like a large old fashioned mobile，the weight will crush your neck
强力的器材，据说能给拥有者带来力量,强力的器材，据说能给拥有者带来力量,強力的器材，據說能給擁有者帶來力量,Powerful equipment is said to bring strength to the owner
空洞的眼窝似乎有一丝丝的白火，据说那是死于非命的人不甘心地呐喊,空洞的眼窝似乎有一丝丝的白火，据说那是死于非命的人不甘心地呐喊,空洞的眼窩似乎有一絲絲的白火，據說那是死於非命的人不甘心地吶喊,There is fire in the eye，revealing the shouting of people who died unwillingly.
拥有一定防御力的面罩，戴上之后你会觉得很酷,拥有一定防御力的面罩，戴上之后你会觉得很酷,擁有一定防禦力的面罩，戴上之後你會覺得很酷,A mask with certain defense. It is cool to wear it
帅气的贝雷帽，俊男美女的专属,帅气的贝雷帽，俊男美女的专属,帥氣的貝雷帽，俊男美女的專屬,Handsome beret，exclusive for good looking person
生化武器的噩梦，能够保护拥有者免遭感染,生化武器的噩梦，能够保护拥有者免遭感染,生化武器的噩夢，能夠保護擁有者免遭感染,The nightmare of biological weapons that can protect the owner from infection
荒野的独行者最喜爱的裤子，保暖防晒,荒野的独行者最喜爱的裤子，保暖防晒,荒野的獨行者最喜愛的褲子，保暖防曬,The favorite pants for walkers in the wilderness， keep them warm and protect from the sun
对膝盖有特别防御的铠甲,对膝盖有特别防御的铠甲,對膝蓋有特別防禦的鎧甲,Defensive armor for knees
有些斑驳的裤子，透露着它主人不甘于平凡的内心,有些斑驳的裤子，透露着它主人不甘于平凡的内心,有些斑駁的褲子，透露著它主人不甘於平凡的內心,Some mottled pants reveal the owner’s Extraordinary heart
酷炫的外形，强力的保护,酷炫的外形，强力的保护,酷炫的外形，強力的保護,Cool appearance，with strong protection
蔚蓝的颜色，防水能力也很强,蔚蓝的颜色，防水能力也很强,蔚藍的顏色，防水能力也很強,With azure color is also very waterproof
岩石裤甲，厚重敦实,岩石裤甲，厚重敦实,巖石褲甲，厚重敦實,Rock trousers，thick and solid
看上去有些古老的裤甲，穿上后似乎能听到不甘心地抱怨,看上去有些古老的裤甲，穿上后似乎能听到不甘心地抱怨,看上去有些古老的褲甲，穿上後似乎能聽到不甘心地抱怨,Some ancient trousers，you can hear unreconciled complaints
特种部队专供裤甲，强大的防御力,特种部队专供裤甲，强大的防御力,特種部隊專供褲甲，強大的防禦力,For special forces with strong defense
天空部队的专属裤甲，防御力不错的同时行动也很方便,天空部队的专属裤甲，防御力不错的同时行动也很方便,天空部隊的專屬褲甲，防禦力不錯的同時行動也很方便,The exclusive for the sky unit，with defensive power and convenient action
绅士专属，修长的外形不会丝毫影响防御力的强大,绅士专属，修长的外形不会丝毫影响防御力的强大,紳士專屬，修長的外形不會絲毫影響防禦力的強大,Exclusive for gentlemen，the shape will not affect defense
医疗兵专属，据说能提高一定的医疗能力,医疗兵专属，据说能提高一定的医疗能力,醫療兵專屬，據說能提高一定的醫療能力,Exclusive to medical soldiers，can improve medical capabilities
动感十足的裤甲,动感十足的裤甲,動感十足的褲甲,Sporty trousers
非常敏捷，可以闪避大部分攻击,非常敏捷，可以闪避大部分攻击,非常敏捷，可以閃避大部分攻擊,Very agile，can dodge most attacks
与传统裤子相比大幅增强了防御,与传统裤子相比大幅增强了防御,與傳統褲子相比大幅增強了防禦,Compared with traditional pants，the defense is greatly enhanced
穿上去，你会觉得自己能跑得很快,穿上去，你会觉得自己能跑得很快,穿上去，你會覺得自己能跑得很快,Feel like you can run very fast when wearing it
厚重的外表，强大的防御,厚重的外表，强大的防御,厚重的外表，強大的防禦,Heavy appearance，and strong defense
钢铁制造的腿甲，骑士的首选,钢铁制造的腿甲，骑士的首选,鋼鐵製造的腿甲，騎士的首選,Leg armor made of steel，the knight’s first choice
结实厚重的腿甲，穿上它能给人勇气,结实厚重的腿甲，穿上它能给人勇气,結實厚重的腿甲，穿上它能給人勇氣,Strong and heavy leg armor，can give people courage
背叛者的腿甲，上面有被它主人抛弃的亡灵,背叛者的腿甲，上面有被它主人抛弃的亡灵,背叛者的腿甲，上面有被它主人拋棄的亡靈,Leg armor of the traitor with undead abandoned by its owner
帝国制式腿甲,帝国制式腿甲,帝國製式腿甲,Empire-style leg armor
轻便的腿甲，方便人们在复杂地形中行走,轻便的腿甲，方便人们在复杂地形中行走,輕便的腿甲，方便人們在復雜地形中行走,Light leg armor，convenient for people to walk in complex terrain
厚重的腿甲，可在机械动力的支持下，显得动感时足,厚重的腿甲，可在机械动力的支持下，显得动感时足,厚重的腿甲，可在機械動力的支持下，顯得動感時足,The thick leg armor looks dynamic supported by mechanical power
轻便的推荐，利于在战场上隐蔽杀敌,轻便的推荐，利于在战场上隐蔽杀敌,輕便的推薦，利於在戰場上隱蔽殺敵,Light recommendation，good for concealing to kill enemies
有些斑驳的腿甲，穿上后似乎能感受到远古骑士的美德,有些斑驳的腿甲，穿上后似乎能感受到远古骑士的美德,有些斑駁的腿甲，穿上後似乎能感受到遠古騎士的美德,Some mottled leg armor，you can feel the virtues of ancient knights
有着烈焰花纹的腿甲，强大的防御令敌人感到无力,有着烈焰花纹的腿甲，强大的防御令敌人感到无力,有著烈焰花紋的腿甲，強大的防禦令敵人感到無力,Leg armor with flame pattern，powerful defense makes the enemy feel weak
至臻至上，无与伦比的防护力。,至臻至上，无与伦比的防护力。,至臻至上，無與倫比的防護力。,Provide unparalleled protection.
潮流拖鞋，但是现在好像感觉有点冷...,潮流拖鞋，但是现在好像感觉有点冷...,潮流拖鞋，但是現在好像感覺有點冷...,Trendy slippers，but it seems to feel a bit cold...
穿上后能够增加人的弹跳力,穿上后能够增加人的弹跳力,穿上後能夠增加人的彈跳力,After putting it on，it can increase the person's jumping ability
拉丁舞专用舞鞋，能够增加人的魅力,拉丁舞专用舞鞋，能够增加人的魅力,拉丁舞專用舞鞋，能夠增加人的魅力,Special dance shoes for Latin，can increase people's charm
厚重的皮鞋，能够保护人们在荒野中的脚,厚重的皮鞋，能够保护人们在荒野中的脚,厚重的皮鞋，能夠保護人們在荒野中的腳,Heavy Wild Walker can protect people's feet in the wilderness
强盗专属的鞋子,强盗专属的鞋子,強盜專屬的鞋子,Exclusive shoes to a robber
穿上后，能减少人走路的疲惫感,穿上后，能减少人走路的疲惫感,穿上後，能減少人走路的疲憊感,After putting it on，it can reduce the tiredness of walking
鞋头有尖刺，是有一定攻击性的鞋子,鞋头有尖刺，是有一定攻击性的鞋子,鞋頭有尖刺，是有一定攻擊性的鞋子,The toe cap with spikes，is a bit aggressive
厚重的鞋子能够保护人免遭感染,厚重的鞋子能够保护人免遭感染,厚重的鞋子能夠保護人免遭感染,Heavy shoes can protect people from infection
鞋底带有独特的钉子，方便攀爬和在冰上行走,鞋底带有独特的钉子，方便攀爬和在冰上行走,鞋底帶有獨特的釘子，方便攀爬和在冰上行走,The sole has unique nails for climbing and walking on the ice
略显夸张的造型，掩盖不住舞者波折的一生,略显夸张的造型，掩盖不住舞者波折的一生,略顯誇張的造型，掩蓋不住舞者波折的一生,The slightly exaggerated shape cannot conceal the twists and turns of the dancer’s life
不太透气的板鞋,不太透气的板鞋,不太透氣的板鞋,Low-breathable sneakers
柔软轻便的足具，便于隐蔽偷袭敌人,柔软轻便的足具，便于隐蔽偷袭敌人,柔軟輕便的足具，便於隱蔽偷襲敵人,Soft and light feet，easy to conceal to attack the enemy
明星的鞋子，收藏价值极高,明星的鞋子，收藏价值极高,明星的鞋子，收藏價值極高,Celebrity shoes with high collection value
雨地里再也不怕湿脚了,雨地里再也不怕湿脚了,雨地裏再也不怕濕腳了,No longer afraid of wet feet in the rain
行动比较缓慢的鞋,行动比较缓慢的鞋,行動比較緩慢的鞋,Slow-moving shoes
厚重的鞋子，更厚重的使它主人那颗甘于奉献的心灵,厚重的鞋子，更厚重的使它主人那颗甘于奉献的心灵,厚重的鞋子，更厚重的使它主人那顆甘於奉獻的心靈,Heavier than these shoes is the dedication of its owner
轻便但不失防御力，精英的选择,轻便但不失防御力，精英的选择,輕便但不失防禦力，精英的選擇,Light and convenient but with defensive power，an elite choice
有些斑驳，有些厚重的鞋子，仿佛再说这它背后的沧桑,有些斑驳，有些厚重的鞋子，仿佛再说这它背后的沧桑,有些斑駁，有些厚重的鞋子，仿佛再說這它背後的滄桑,Some mottled and heavy shoes，as if to talk about the vicissitudes of life behind it
